Species,Taxon ID
Haloterrigena hispanica,392421
Actinomycetia bacterium,1883427
Micrococcus luteus NCTC 2665,465515
Blattella germanica,6973
Brucella abortus 2308,359391
Armillaria ostoyae,47428
Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)',
Echinococcus granulosus,6210
Flavobacterium johnsoniae,376686
Triatoma infestans,30076
Brevibacillus sp. CF112,1144311
Parcubacteria group bacterium Gr01-1014_19,2017178
Zygotorulaspora mrakii,42260
Artemisia annua,35608
Malassezia vespertilionis,2020962
Paxillus rubicundulus Ve08.2h10,930991
Schistocephalus solidus,70667
Methanosarcina acetivorans C2A,188937
Candidatus Caldarchaeum subterraneum,311458
Nitrosomonas eutropha C91,335283
Entamoeba histolytica HM-1:IMSS,
Synechococcus sp. JA-2-3B'a(2-13),321332
Acidovorax avenae subsp. avenae,995087
Termitomyces sp. J132,1306850
Mesorhizobium sp. M00.F.Ca.ET.216.01.1.1,2500528
Nocardia macrotermitis,2585198
Saccharomyces cerevisiae BY4741,1247190
Ictidomys tridecemlineatus,43179
Pygathrix nemaeus,303485
Chauna torquata,30388
Lysobacter caseinilyticus,2675101
Acidovorax citrulli AAC00-1,397945
Periophthalmus modestus,146921
Methanococcus vannielii SB,406327
Marchantia polymorpha,1480153
Friedmanniomyces simplex,329884
Platichthys flesus,8260
Chryseobacterium taichungense,295069
Lachnospiraceae bacterium,1235799
synthetic construct,32630
Buchnera aphidicola str. Bp (Baizongia pistaciae),224915
Naja kaouthia,8649
Piprites chloris,114369
Notechis scutatus,70142
Drosophila pseudoobscura pseudoobscura,46245
Monopterus albus,43700
Melipona quadrifasciata,286121
Cytophagaceae bacterium SJW1-29,2654236
Symbiodinium sp. KB8,671378
Synechococcus elongatus PCC 6301,32046
Clostridium perfringens str. 13,195102
Byssothecium circinans,147558
Acipenser schrenckii,111304
Proteobacteria bacterium SG_bin7,1827384
Dimargaris cristalligena,215637
Candidatus Nitrotoga fabula,2182327
Flavobacterium caseinilyticum,2541732
Desulfobulbaceae bacterium BRH_c16a,1629713
Tigriopus japonicus,158387
Mytilus galloprovincialis,29158
Emberiza fucata,505306
Drosophila ficusphila,30025
Crocosphaera subtropica ATCC 51142,2546360
Photinus pyralis,7054
Mycobacterium avium subsp. paratuberculosis K-10,262316
Rhodopseudomonas palustris CGA009,258594
Xanthomonas campestris pv. campestris str. B100,509169
Marinobacter nauticus VT8,351348
Candidatus Uhrbacteria bacterium CG_4_9_14_3_um_filter_50_9,1975035
Alkalihalobacillus krulwichiae,1220588
Theobroma cacao,3641
Burhinus bistriatus,240201
Striga asiatica,4170
Rhipicephalus pulchellus,72859
Draba nemorosa,171822
Mycobacterium marinum M,216594
Acinonyx jubatus,1590992
Echinococcus multilocularis,6211
Cryptosporangium phraense,2593070
Varroa destructor,2056384
Ardeotis kori,89386
Luteibacter sp.,1528775
Hucho hucho,62062
Pectinophora gossypiella,13191
Lachnoanaerobaculum sp.,2490855
Xenopus tropicalis,8364
Candidatus Saccharibacteria bacterium,2026720
Hyphomicrobiales bacterium,1909294
Monilinia laxa,61186
Lacticaseibacillus paracasei,1597
Phormidesmis priestleyi Ana,1666911
Salpingoeca rosetta,946362
Novimethylophilus kurashikiensis,1825523
Pundamilia nyererei,198029
Orchesella cincta,48709
Sepia pharaonis,158019
Pagrus major,143350
Macaca silenus,54601
Penicillium camemberti FM 013,1429867
Gelatoporia subvermispora B,914234
Leptolyngbya sp. BL0902,1115757
Phytophthora palmivora var. palmivora,4796
Mammalian orthoreovirus,10886
Varanus eremius,62040
Cebus albifrons,9514
Helicocarpus griseus UAMH5409,1447875
Tropidechis carinatus,100989
Plantibacter sp. YR521,2135468
Pseudomonas sp. CFII64,911242
Drosophila yakuba,7245
Thermobifida fusca YX,269800
Alexandrium catenella,2925
Mystacornis crossleyi,98133
Rhinella arenarum,38577
Human herpesvirus 8 strain GK18,868565
Muricauda nanhaiensis,2292706
Aphanomyces astaci,112090
Prunus yedoensis var. nudiflora,2094558
Bacillus cereus,288681
Prevotella denticola,767031
Equus zebra,73335
Phytophthora cactorum,1283836
Chlorocebus aethiops,1476079
Chloroflexi bacterium CG23_combo_of_CG06-09_8_20_14_all_45_10,1973945
Natranaerobius thermophilus JW/NM-WN-LF,457570
Acidothermus cellulolyticus 11B,351607
Theileria orientalis strain Shintoku,869250
Afipia carboxidovorans OM5,504832
Trichechus manatus latirostris,127582
Hydrotalea sp. AMD,2501297
Nannizzia gypsea CBS 118893,535722
Alouatta seniculus,182254
Ixodes scapularis,47467
[Torrubiella] hemipterigena,
Trichobilharzia regenti,157069
Pseudomonas alkylphenolica,237609
Listeria monocytogenes serotype 4b str. F2365,265669
Phytophthora fragariae,53985
Felis catus,9685
Vibrio cholerae,345072
Rhodococcus jostii RHA1,101510
Pseudechis porphyriacus,8671
Lama glama,9844
Paenarthrobacter nicotinovorans,29320
Molothrus ater,84834
Aeropyrum pernix K1,272557
Lactococcus virus P2,254252
Colletotrichum incanum,1573173
Tetraodon fluviatilis,47145
Enterobacteria phage RB59,697290
Neisseria meningitidis Z2491,122587
Macaca arctoides,9540
Pyricularia oryzae,1143189
Odontophorus gujanensis,886794
Abscondita terminalis,2069292
Staphylococcus aureus subsp. aureus USA300_TCH1516,451516
Malus domestica,3750
Columba livia,8932
Pyrenochaeta sp. DS3sAY3a,765867
Semnornis frantzii,91796
Desulfovibrio sp. TomC,1562888
Desulfovibrio litoralis DSM 11393,1121455
Fasciola hepatica,2608784
Micrurus spixii,129469
Scheffersomyces stipitis CBS 6054,322104
Bombina orientalis,8346
Ranunculus macranthus,334596
Rana japonica,8402
Chondrus crispus,2769
Mesorhizobium sp.,3072319
Clostridium botulinum B str. Eklund 17B (NRP),935198
Streptococcus danieliae,747656
Neolecta irregularis DAH-3,1198029
Azoarcus olearius,418699
Lacunicambarus ludovicianus,2315848
Podargus strigoides,8905
Hortaea werneckii EXF-2000,1157616
Gossypium schwendimanii,34291
Anseranas semipalmata,8851
Tripterygium wilfordii,458696
Bicosoecida sp. CB-2014,1486930
Anopheles quadriannulatus,34691
Orbilia oligospora,2813651
Bufo japonicus,1175986
Streptomyces avermitilis MA-4680 = NBRC 14893,227882
Aspergillus steynii IBT 23096,306088
Hirondellea gigas,1518452
Naja annulata annulata,8610
Gloeothece citriformis PCC 7424,65393
Glyptapanteles indiensis,116759
Pyrococcus furiosus DSM 3638,186497
Bradyrhizobium elkanii USDA 61,29448
Streptomyces sp. Z26,2500177
Legionella longbeachae NSW150,661367
Tuber magnatum,42249
Laticauda laticaudata,8630
Aegilops tauschii,37682
Alouatta caraya,9502
Burkholderia cenocepacia J2315,216591
Prosthecochloris aestuarii DSM 271,290512
Spumella elongata,89044
Escherichia coli 98NK2,670902
Vibrio parahaemolyticus RIMD 2210633,223926
Crypturellus soui,458187
Trichinella sp. T6,92179
Gordonia sp. UCD-TK1,1857893
Mycobacteroides abscessus ATCC 19977,561007
Indicator maculatus,545262
Pseudomonas fluorescens,564422
Dissoconium aciculare CBS 342.82,112489
Rhinella marina,8386
Parasteatoda tepidariorum,114398
Firmicutes bacterium ADurb.Bin506,1852895
Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539,243230
Haptolina brevifila,156173
Marinitenerispora sediminis,1931232
Prunus dulcis,3755
Clostridium thermobutyricum DSM 4928,29372
Trachypithecus cristatus,122765
Apostichopus japonicus,307972
Photobacterium frigidiphilum,264736
Exophiala sideris,1016849
Acorus calamus,4465
Giardia lamblia ATCC 50803,184922
Thalassomonas sp. M1454,2594477
Sceloporus licki,59704
Capra hircus,9925
Zeugodacus cucurbitae,28588
Rhabdornis inornatus,237438
Hydrogenispora ethanolica,1082276
Laccaria amethystina LaAM-08-1,1095629
Oryza punctata,4537
Pimelobacter sp.,51662
Noctiluca scintillans,2966
Temnothorax longispinosus,300112
Alternaria gaisen,167740
Nocardiopsis metallicus,179819
Bacteroides sp.,1203465
Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_34_12,1974460
Crotophaga sulcirostris,33598
Renilla koellikeri,6135
Synergistetes bacterium ADurb.BinA166,1852916
Nasalis larvatus,43780
Neisseria meningitidis FAM18,272831
Fusarium graminearum,2560478
Seriola quinqueradiata,8161
Thermomicrobiales bacterium,2482790
Sarcina sp. DSM 11001,1798184
Naja philippinensis,8659
Influenza A virus (A/Victoria/3/1975(H3N2)),392809
Methanosaeta sp. PtaU1.Bin112,1811689
Planctomycetaceae bacterium,100233
Staphylococcus aureus subsp. aureus MRSA252,282458
Bacillus cytotoxicus NVH 391-98,315749
Flavobacterium laiguense,2169409
Rhizobium miluonense,411945
Oryza glumipatula,40148
Corynebacteriales bacterium,1957017
Staphylococcus haemolyticus JCSC1435,279808
Actinoplanes sp. ATCC 53533,1288362
Methanoculleus marisnigri JR1,368407
Xiphorhynchus elegans,269412
Bacillus mycoides,1405
Actinophytocola sp.,1912961
Pseudomonas putida F1,351746
Elsinoe australis,40998
Actinocatenispora sera,390989
Streptomyces ferrugineus,1413221
Synechococcus sp. PCC 7335,91464
Candidatus Aminicenantes bacterium RBG_16_63_16,1797273
Spizella passerina,40210
Macaca nigra,54600
Ramazzottius varieornatus,947166
Vitis vinifera,29760
bioreactor metagenome,1076179
Cyclobacteriaceae bacterium,3029177
Fibrocapsa japonica,94617
Drosophila bipectinata,42026
Gossypium raimondii,29730
Variovorax sp. YR752,1884383
Ancylostoma duodenale,51022
Enterococcus faecalis T2,565637
Rubellimicrobium rubrum,2585369
Barbarea verna,50458
Streptococcus dysgalactiae subsp. dysgalactiae,663952
Clostridium sp. NCR,1538552
Cicer arietinum,3827
Methanothrix thermoacetophila PT,349307
Liparis tanakae,230148
Sphingopyxis alaskensis RB2256,317655
Mesorhizobium loti,935546
Megaselia scalaris,36166
Saccharomyces cerevisiae S288C,559292
Toxocara canis,6265
Leishmania major strain Friedlin,347515
Mammuthus primigenius,37349
Gloeophyllum trabeum ATCC 11539,670483
Monoraphidium neglectum,145388
Engraulis encrasicolus,184585
Chloroflexi bacterium RBG_13_53_26,1797629
Megalobrama amblycephala,492107
Paraburkholderia phytofirmans PsJN,398527
Mycobacterium simiae,1236483
Borreliella burgdorferi B31,224326
Crocodylus niloticus,8501
Hemiscolopendra marginata,943146
Streptococcus pyogenes SSI-1,193567
Pseudogymnoascus sp. VKM F-4281 (FW-2241),1420906
Acholeplasma laidlawii PG-8A,441768
Saprolegnia diclina VS20,1156394
Roseibacterium persicicum,2650661
Pseudomonas sp.,380021
Anoplopoma fimbria,229290
Ictalurus punctatus,7998
Cylicostephanus goldi,71465
Chromohalobacter salexigens DSM 3043,290398
Hymenobacter sp. HDW8,2714932
Ampelomyces quisqualis,50730
Ethmostigmus rubripes,1418189
endosymbiont of Riftia pachyptila (vent Ph05),1048808
Reticulomyxa filosa,46433
Tapirus pinchaque,30582
Methylothermaceae bacterium,2268196
Rickettsiales bacterium (ex Bugula neritina AB1),1868285
Acinetobacter baumannii TYTH-1,1100841
Telescopus fallax,2501400
Haliangium ochraceum DSM 14365,502025
Rhynochetos jubatus,54386
Asticcacaulis sp. AC466,1282362
uncultured prokaryote,198431
Mylopharyngodon piceus,75356
Enhygromyxa salina,215803
Streptomonospora sp. PA3,2607326
Amycolatopsis rubida,112413
Fonsecaea pedrosoi CBS 271.37,40355
Corynebacterium glutamicum ATCC 13032,196627
Struthio camelus,1333622
Ceraceosorus bombacis,401625
Thunnus obesus,8241
Blastopirellula marina,124
Klebsiella pneumoniae IS39,1432561
Aspergillus parasiticus,5067
Saccharomyces cerevisiae,1382555
Candidatus Desantisbacteria bacterium CG07_land_8_20_14_0_80_39_15,1974549
Amblysomus hottentotus,1632279
Pyrococcus furiosus,186497
Rhagologus leucostigma,156170
Phormidium sp. SL48-SHIP,2518363
Planctomycetes bacterium MalM25,2527998
Cornu aspersum,6535
Compsopogon caeruleus,31354
Saccharopolyspora erythraea NRRL 2338,405948
Acholeplasmataceae bacterium,1898209
Candidatus Marsarchaeota G1 archaeon OSP_B,1978153
Lampetra fluviatilis,7748
Scolopendra alternans,1329349
Leptospira noguchii str. Bonito,1218586
Pneumocystis murina B123,1069680
Lodderomyces elongisporus NRRL YB-4239,379508
Porphyra purpurea,2787
Drosophila melanogaster,7227
Cryptosporidium meleagridis,93969
Copranaerobaculum intestinale,2692629
Daphnia pulex,6669
Vulpes vulpes,1353242
Trachypithecus phayrei,272121
Bison bison bison,43346
Oppiella nova,334625
Bos indicus x Bos taurus,30522
[Butyribacterium] methylotrophicum,
Solanum tuberosum,4113
Bartonella tribocorum CIP 105476,382640
Naja mossambica,8644
Mesomycoplasma hyopneumoniae J,262719
Phyllomedusa bicolor,8393
Blyttiomyces helicus,388810
Corallococcus exercitus,2316736
Bremerella volcania,2527984
Ciona savignyi,3067794
Saimiri boliviensis boliviensis,39432
Hydrophis schistosus,8682
Rhodococcus wratislaviensis,44752
Locusta migratoria,238695
Bursaphelenchus okinawaensis,465554
Hahella sp. KA22,1628392
Scytonema hofmannii PCC 7110,128403
Cutibacterium acnes KPA171202,267747
Methylibium petroleiphilum PM1,420662
Sinocyclocheilus rhinocerous,307959
Rhizobium oryzae,464029
Haliaeetus albicilla,335094
Acanthopagrus latus,8177
Phodopus sungorus,10044
Monodelphis domestica,13616
Paenibacillus stellifer,169760
Rotaria sordida,392033
Brachionus plicatilis,10195
Lamprotornis superbus,245042
Erythrocercus mccallii,107208
Boiga dendrophila,2766793
Piromyces sp. E2,73868
Cinclus mexicanus,161649
Algibacter lectus,221126
Trichinella patagoniensis,990121
Pedobacter sp. CF523,2135715
Rhizobium sp. NFR03,1566263
Flavobacterium haoranii,683124
Dichelobacter nodosus,246195
Juglans regia,51240
Wolbachia endosymbiont strain TRS of Brugia malayi,292805
Aphanomyces euteiches,100861
Kluyvera cryocrescens,580
Perkinsela sp. CCAP 1560/4,1314962
Lonchura striata domestica,299123
Leptolyngbya sp. PCC 7376,111781
Bradyrhizobium vignae,1549949
Rathayibacter festucae DSM 15932,1328866
Nitrosopumilales archaeon CG15_BIG_FIL_POST_REV_8_21_14_020_33_23,2022693
Streptomyces violaceoruber,1935
Channa striata,64152
Staphylococcus aureus subsp. aureus Mu50,158878
Campylobacterales bacterium,2268180
Shewanella sp. ANA-3,94122
Clostridia bacterium,1671637
Neurospora crassa,367110
Microscilla marina ATCC 23134,313606
Fimbriiglobus ruber,1908690
Rhizophagus sp. MUCL 43196,1803374
Oxyuranus scutellatus scutellatus,8667
Batrachuperus londongensis,156987
Tigriopus californicus,6832
Leptolyngbya sp. IPPAS B-1204,2483801
Aipysurus laevis,8678
Haloarcula sp. JP-L23,2716717
Methanosarcina thermophila,523844
gamma proteobacterium symbiont of Ctena orbiculata,1968598
Pseudonocardia sp. CNS-139,1904968
Rhabditophanes sp. KR3021,114890
Causus rhombeatus,44735
Cercocebus galeritus,9532
Candidatus Pacearchaeota archaeon CG_4_10_14_0_2_um_filter_31_10,1974426
Amphiamblys sp. WSBS2006,1866961
Strigomonas culicis,28005
Roseovarius nubinhibens ISM,89187
Pseudomonas aeruginosa PA7,381754
Microcoleus sp. SU_5_6,2720483
Borrelia garinii subsp. bavariensis PBi,290434
Certhia familiaris,332270
Sparus aurata,8174
Limnoraphis robusta CS-951,1637645
Lysinibacillus sp. YR326,1855296
Leifsonia sp. 71-9,1895934
Phenylobacterium hankyongense,1813876
Burkholderia mallei SAVP1,320388
Phaeodactylum tricornutum CCAP 1055/1,556484
Salvelinus namaycush,8040
Mitosporidium daphniae,1485682
Aegotheles bennettii,191485
Brugia malayi,80849
candidate division MSBL1 archaeon SCGC-AAA385M02,1698287
Chlorobium phaeovibrioides DSM 265,290318
Acinetobacter baumannii ACICU,405416
Talaromyces rugulosus,121627
Bugula neritina,10212
Schizophyllum commune H4-8,578458
Anoplophora glabripennis,217634
Hevea brasiliensis,3981
Hypotaenidia okinawae,2861861
Sphingobacteriales bacterium,1220578
Epstein-barr virus strain ag876,82830
Listeria monocytogenes 10403S,393133
Cercopithecus cephus,192860
Polyporus brumalis,139420
Microcoleus sp. SIO2G3,2607795
Chiloscyllium punctatum,137246
Brucella suis 1330,204722
Iconisemion striatum,60296
Chryseobacterium sp. Leaf180,1736289
Podarcis siculus,434032
Medioppia subpectinata,1979941
Clarias magur,1594786
Pseudonocardiales bacterium,2201155
Streptomyces sp. CAI 127,1076397
Cladosporium herbarum,2036923
Anopheles sinensis,74873
Evansstolkia leycettana,196907
Illicium oligandrum,145286
Coccolithus braarudii,221442
Streptomyces auratus AGR0001,1160718
Upupa epops,57439
Staphylococcus carnosus subsp. carnosus TM300,396513
Coxiella burnetii RSA 331,360115
Sylvia borin,1471886
Chamaeleo calyptratus,179908
Culex tarsalis,7177
uncultured archaeon GZfos18F2,285410
Neobacillus bataviensis LMG 21833,1117379
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292,342451
Coregonus sp. 'balchen',861768
Candidatus Jettenia caeni,247490
Darwinula stevensoni,69355
Phycisphaeraceae bacterium,1986832
Phasianus colchicus,9057
Lottia gigantea,225164
Gymnodraco acuticeps,8218
Tilletiaria anomala UBC 951,1037660
Regulus satrapa,530587
Rattus rattus,1114794
Oryza sativa Japonica Group,39947
Deinococcus ficus,317577
Bdellovibrio sp. qaytius,1916293
Staphylothermus marinus F1,399550
Brettanomyces naardenensis,13370
Eutreptiella gymnastica,73025
Pseudomonas syringae pv. tomato str. DC3000,223283
Sarcoptes scabiei,52283
Punica granatum,22663
Hippocampus kuda,103715
Hyacinthus orientalis,82025
Uria aalge,444852
Cimex lectularius,79782
Oleibacter marinus,484498
Calycanthus floridus var. glaucus,212734
Anaerolineaceae bacterium,1951435
Halothiobacillus sp. 28-55-5,1970386
Synechococcus sp. PCC 7002,32049
Caenorhabditis nigoni,1611254
Chlamydiae bacterium,2081524
Candidatus Aenigmarchaeota archaeon ex4484_224,2012503
Hespellia stercorisuis DSM 15480,1121950
Pocillopora damicornis,46731
Coniosporium apollinis CBS 100218,1168221
Staphylococcus aureus subsp. aureus N315,158879
Candidatus Magasanikbacteria bacterium RIFOXYC2_FULL_42_28,1798704
Bifidobacterium adolescentis ATCC 15703,367928
Escherichia coli DH1,536056
Frankliniella occidentalis,133901
Coregonus autumnalis,108097
uncultured bacterium (gcode 4),1234023
Vibrio sp. THAF190c,2587865
Planctomycetia bacterium,411917
Nostocales cyanobacterium HT-58-2,1940762
Nothoprocta pentlandii,2585814
Clostridium sp. CAG:302,
Lotharella oceanica,641309
Corynebacterium urealyticum DSM 7109,504474
Trichoplax adhaerens,10228
Thermochaetoides thermophila DSM 1495,759272
Ruminococcaceae bacterium YAD3003,1520816
Klebsiella variicola,640131
Nitritalea halalkaliphila LW7,1189621
Aromatoleum aromaticum EbN1,76114
Meloidogyne hapla,6305
Branchiostoma belcheri,155462
Candidatus Korarchaeota archaeon,2056630
Rhizobium leguminosarum bv. trifolii WSM2304,395492
Cyprinus carpio 'jian',749192
Aspergillus ochraceoroseus IBT 24754,1392256
Kwoniella bestiolae CBS 10118,1296100
Minutocellus polymorphus,265543
Legionella longbeachae,661367
Jatropha curcas,180498
Leptolyngbya sp. SIO1D8,2607807
Auriculariopsis ampla,97359
Aphanomyces invadans,157072
Cetobacterium sp. 2A,2754723
Dipodomys ordii,10020
Salix suchowensis,1278906
Novosphingobium silvae,2692619
Bodo saltans,75058
Dendroaspis angusticeps,8618
Phytophthora parasitica P1976,
Leifsonia aquatica,144185
Drosophila takahashii,29030
Yersinia enterocolitica subsp. enterocolitica 8081,393305
Diaporthe helianthi,158607
Sousa chinensis,103600
Acinetobacter sp. Ag2,1646532
Fusarium oxysporum f. sp. lycopersici 4287,426428
Leontopithecus chrysomelas,57374
[Candida] inconspicua,
Stylonychia lemnae,5949
Corethron hystrix,216773
Burkholderia sp. BE17,2656644
Streptomyces venezuelae ATCC 10712,953739
Leptotrombidium deliense,299467
Alistipes sp. CAG:435,
Aphanomyces stellatus,120398
Nocardia cerradoensis,1206727
Parcubacteria group bacterium GW2011_GWC1_43_30,1618910
Methanothermococcus thermolithotrophicus,523845
Eumeta japonica,
Synechococcus sp. JA-3-3Ab,321327
Vibrio variabilis,990271
Gregarina niphandrodes,110365
Candidatus Bathyarchaeota archaeon,1779368
Lederbergvirus P22,10754
Pieris macdunnoughi,345717
Oidium heveae,299130
Lactococcus cremoris,416870
Bungarus fasciatus,8613
Prunus armeniaca,36596
Candidatus Nitrosocosmicus franklandus,1798806
Capsicum annuum,4072
Conidiobolus coronatus NRRL 28638,796925
Anthopleura elegantissima,6110
Tribonema minus,303371
Oncorhynchus kisutch,8019
Nicotiana attenuata,49451
Plasmodium vivax Sal-1,126793
Phlebiopsis gigantea 11061_1 CR5-6,745531
Paragonimus westermani,34504
Sulfolobus sp. S-194,2512240
Folsomia candida,158441
Deinococcus radiodurans,243230
Naja nivea,8655
Acremonium egyptiacum,749675
Polaromonas sp. JS666,296591
Euryarchaeota archaeon ADurb.Bin009,1852874
Desmodus rotundus,1606503
Macaca fascicularis,3016450
Rhodopseudomonas palustris BisA53,316055
Staphylococcus epidermidis ATCC 12228,176280
Trichoderma asperellum CBS 433.97,1042311
Synechococcus elongatus PCC 7942 = FACHB-805,1140
Timspurckia oligopyrenoides,708627
Rana temporaria,212803
Wuchereria bancrofti,6293
Staphylococcus aureus subsp. aureus COL,93062
Saccharomyces pastorianus,1911676
Oryza nivara,311553
Citrus sinensis,2711
Nocardia farcinica IFM 10152,247156
Caulobacter sp. K31,366602
Nothoprocta ornata,2922406
Malurus elegans,720584
Ottowia sp. oral taxon 894,1658672
Micrurus dumerilii,1337871
Gloeobacter violaceus PCC 7421,251221
Amphimedon queenslandica,400682
Candidatus Cloacimonetes bacterium,2030808
Streptomyces caelestis,36816
Enterobacteriaceae bacterium ML5,2507584
Eremothecium gossypii ATCC 10895,284811
Hymenochirus boettgeri,247094
Laticauda crockeri,8629
Sinocyclocheilus anshuiensis,1608454
Lactobacillus acidophilus NCFM,272621
Danio rerio,7955
Ogataea parapolymorpha DL-1,871575
Platynereis dumerilii,6359
Acidovorax sp. JS42,232721
Pristolepis grootii,1679027
Branchiostoma lanceolatum,7740
Stenotrophomonas sp.,1685415
Cyclospora cayetanensis,88456
Enterovirga sp. DB1703,2730920
Parasacculina yatsui,2836420
Halomarina oriensis,671145
Eptatretus burgeri,7764
Borrelia recurrentis A1,412418
Human herpesvirus 3 strain Oka vaccine,341980
Candidatus Sumerlaeota bacterium,2107588
Lupinus albus,3870
Elaphe quadrivirgata,86195
Jannaschia rubra,282197
Bacteriovorax sp. MedPE-SWde,1860085
Pararge aegeria,348720
Alphaproteobacteria bacterium TMED62,1986642
Leioheterodon madagascariensis,46577
Cryptococcus amylolentus CBS 6039,1295533
Onchocerca flexuosa,387005
Aliterella atlantica CENA595,1618023
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),413404
Moelleriella libera RCEF 2490,1081109
Microscillaceae bacterium,2053581
Methanosarcina barkeri MS,2208
Calocera cornea HHB12733,1353952
Thermococcus sibiricus MM 739,604354
Beijerinckiaceae bacterium,188582
Culicoides sonorensis,179676
Thermus thermophilus HB8,300852
Idiomarina loihiensis L2TR,283942
Oenothera lindheimeri,225334
Amblyomma triste,251400
Mustela putorius furo,1353796
Pedionomus torquatus,227192
Salarias fasciatus,181472
Caenorhabditis japonica,281687
Paramuricea clavata,317549
Ciona intestinalis,7719
Pseudomonas lini,163011
Walterinnesia aegyptia,64182
Sedum emarginatum,516554
Geobacillus sp. WCH70,471223
Scedosporium apiospermum,563466
Paenibacillus selenitireducens,1324314
Fagus sylvatica,28930
Sturnus vulgaris,9172
Aceria tosichella,561515
Xenopsylla cheopis,163159
Clostridium sp. OM05-5BH,2293043
Lactococcus reticulitermitis,2025039
Thalictrum thalictroides,46969
mine drainage metagenome,410659
Methanoregulaceae archaeon,2485498
Coniochaeta sp. 2T2.1,1571157
Dokdonia eikasta,308116
Drosophila erecta,7220
Hypsizygus marmoreus,39966
Toxostoma redivivum,99882
Sistrurus catenatus edwardsi,8762
termite gut metagenome,433724
Selaginella moellendorffii,88036
Chroococcidiopsis cubana SAG 39.79,388085
Shewanella oneidensis MR-1,211586
Bacillus anthracis str. Ames,198094
Rhodovulum sp. PH10,1187851
Metarhizium anisopliae BRIP 53293,1291518
Lysinibacillus sphaericus,444177
Musa balbisiana,52838
Eriocheir sinensis,95602
Acidithiobacillus ferrooxidans ATCC 23270,243159
Heligmosomoides polygyrus,243955
Chrysochromulina tobinii,1460289
Strongyloides stercoralis,6248
Chloroflexi bacterium,2705098
Fundulus heteroclitus,571281
Drepanopeziza brunnea f. sp. 'multigermtubi' MB_m1,1072389
[Clostridium] symbiosum,
Anabarilius grahami,495550
Sodalis glossinidius str. 'morsitans',343509
Cyprinodon variegatus,1137050
Trypanosoma cruzi strain CL Brener,353153
Oxyruncus cristatus,114331
Methanomassiliicoccales archaeon,1235852
Pongo pygmaeus,9602
Corynebacterium lipophiloflavum DSM 44291,525263
Litomosoides sigmodontis,80850
Paenibacillus xylanivorans,1705561
Penaeus monodon,6687
Streptomyces griseus subsp. griseus NBRC 13350,455632
Mycoplasmopsis synoviae 53,262723
Exiguobacterium sp. AT1b,360911
Acetivibrio thermocellus,1515
Bacillus subtilis subsp. subtilis str. 168,224308
Pyrrhoderma noxium,2282107
Cannabis sativa,3483
Bacteroides uniformis,997889
Clostridioides difficile 630,272563
Paenibacillus pabuli,1472
Streptomyces sp. WAC05374,2487420
Enterobius vermicularis,51028
Clupea pallasii,476916
Leptospira interrogans,44275
Haemophilus influenzae PittGG,374931
Cynara cardunculus var. scolymus,59895
allotetraploid Carassius auratus red var. x Cyprinus carpio,1095756
Kushneria sinocarnis,595502
Aureobasidium pullulans,1043002
Fusarium pseudograminearum CS3096,1028729
Chenopodium quinoa,63459
Companilactobacillus mindensis DSM 14500,1423770
Clunio marinus,568069
Halobacteriovorax sp.,2152716
Gallus gallus,208526
Bryobacterales bacterium F-183,2802972
Chlorella variabilis,554065
Trifolium subterraneum,3900
Cellvibrio japonicus Ueda107,498211
Amborella trichopoda,13333
Callaeas wilsoni,1347786
Thermosipho africanus TCF52B,484019
Gemmatimonadetes bacterium,939720
Flavisolibacter ginsengisoli DSM 18119,1121884
Aulographum hederae CBS 113979,1176131
Staphylococcus aureus RF122,273036
Choiromyces venosus 120613-1,1336337
Shewanella sediminis HAW-EB3,425104
Leishmania infantum,5671
Calidithermus terrae,1408545
Endogone sp. FLAS-F59071,2340872
Candidatus Lokiarchaeota archaeon,2053489
Streptococcus pneumoniae D39,373153
Scyliorhinus torazame,75743
Schistosoma margrebowiei,48269
Saccoglossus kowalevskii,10224
Bucco capensis,135168
Nitrosomonas europaea ATCC 19718,228410
Lasallia pustulata,136370
Mesorhizobium chacoense,126843
Pseudanabaena sp. ABRG5-3,685565
Aspergillus niger CBS 513.88,425011
Streptomyces sp. NRRL F-7442,1519498
Cynops ensicauda,102207
Archangium sp. Cb G35,1920190
Hypsibius dujardini,232323
Alternaria arborescens,156630
Oncorhynchus gorbuscha,8017
Wolfiporia cocos MD-104 SS10,742152
Human herpesvirus 4 strain B95-8,10377
Thermoplasma acidophilum DSM 1728,273075
Staphylococcus epidermidis RP62A,176279
Micrurus tschudii,2527855
Macrostomum lignano,282301
Rhizobium sp. AC27/96,1841653
Entamoeba histolytica HM-3:IMSS,
Plasmopara halstedii,4781
Thermococcus onnurineus NA1,523850
Armillaria gallica,47427
Acanthopagrus schlegelii,454007
Dama dama,30532
Halobacteriovorax sp. DA5,2067553
Mesomycoplasma mobile 163K,267748
Rhynchophorus ferrugineus,354439
Bacteroides xylanisolvens,997892
Streptomyces sp. SID69,2690323
Anaeromyxobacter dehalogenans 2CP-1,455488
Danaus plexippus plexippus,278856
